CustomerID,Recency,Frequency,MonetaryValue,R_Score,F_Score,M_Score,RFM_Score_Total,RFM_Segment
15325,125,8,1602.01,2,4,3,243,03 - Loyal Customers
15326,355,5,1700.52,2,3,3,233,03 - Loyal Customers
15327,74,1,208.75,3,1,1,311,06 - Others / Need Attention
15328,429,1,107.24,1,1,1,111,04 - At Risk
15329,61,11,2984.33,3,4,4,344,03 - Loyal Customers
15330,54,2,714.9599999999999,3,2,2,322,06 - Others / Need Attention
15331,521,3,767.91,1,2,2,122,04 - At Risk
15332,388,6,6553.74,2,3,4,234,03 - Loyal Customers
15333,230,1,1028.56,2,1,3,213,06 - Others / Need Attention
15334,178,3,351.67,2,2,2,222,04 - At Risk
15335,75,1,173.97,3,1,1,311,06 - Others / Need Attention
15336,423,1,240.5,1,1,1,111,04 - At Risk
15337,433,1,373.02,1,1,2,112,04 - At Risk
15338,699,1,283.43,1,1,1,111,04 - At Risk
15339,88,7,1827.84,3,4,3,343,03 - Loyal Customers
15340,583,1,105.5,1,1,1,111,04 - At Risk
15341,102,2,2402.72,3,2,4,324,06 - Others / Need Attention
15342,151,1,406.09000000000003,2,1,2,212,04 - At Risk
15343,109,1,364.5,3,1,2,312,06 - Others / Need Attention
15344,22,3,563.94,4,2,2,422,06 - Others / Need Attention
15345,67,1,393.54,3,1,2,312,06 - Others / Need Attention
15346,354,3,596.12,2,2,2,222,04 - At Risk
15347,388,4,1363.6,2,3,3,233,03 - Loyal Customers
15348,94,1,158.04,3,1,1,311,06 - Others / Need Attention
15349,180,2,473.81,2,2,2,222,04 - At Risk
15350,395,2,663.25,2,2,2,222,04 - At Risk
15351,34,10,3738.29,4,4,4,444,01 - Champions
15352,570,1,114.95,1,1,1,111,04 - At Risk
15353,276,7,3175.95,2,4,4,244,03 - Loyal Customers
15354,625,3,284.4,1,2,1,121,04 - At Risk
15355,51,2,277.05,3,2,1,321,06 - Others / Need Attention
15356,53,13,3464.95,3,4,4,344,03 - Loyal Customers
15358,26,42,17050.41,4,4,4,444,01 - Champions
15359,684,8,181.35,1,4,1,141,06 - Others / Need Attention
15360,61,1,427.93,3,1,2,312,06 - Others / Need Attention
15361,383,4,689.07,2,3,2,232,06 - Others / Need Attention
15362,470,2,613.08,1,2,2,122,04 - At Risk
15363,394,2,1004.11,2,2,3,223,06 - Others / Need Attention
15364,117,2,913.19,2,2,3,223,06 - Others / Need Attention
15365,47,13,4557.13,4,4,4,444,01 - Champions
15366,97,7,2389.08,3,4,4,344,03 - Loyal Customers
15367,79,11,5081.33,3,4,4,344,03 - Loyal Customers
15368,43,2,722.74,4,2,2,422,06 - Others / Need Attention
15369,514,11,6251.26,1,4,4,144,06 - Others / Need Attention
15370,62,8,3739.01,3,4,4,344,03 - Loyal Customers
15371,684,1,59.400000000000006,1,1,1,111,04 - At Risk
15372,159,8,6017.0599999999995,2,4,4,244,03 - Loyal Customers
15373,30,17,3421.39,4,4,4,444,01 - Champions
15374,150,2,307.32,2,2,1,221,04 - At Risk
15375,712,1,60.959999999999994,1,1,1,111,04 - At Risk
15376,62,3,1233.3600000000001,3,2,3,323,06 - Others / Need Attention
15377,404,4,1211.75,1,3,3,133,06 - Others / Need Attention
15378,484,2,246.5,1,2,1,121,04 - At Risk
15379,191,8,4877.84,2,4,4,244,03 - Loyal Customers
15380,30,11,3479.06,4,4,4,444,01 - Champions
15381,235,5,1890.57,2,3,3,233,03 - Loyal Customers
15382,36,12,13733.550000000001,4,4,4,444,01 - Champions
15384,191,4,2027.79,2,3,3,233,03 - Loyal Customers
15385,62,3,942.08,3,2,3,323,06 - Others / Need Attention
15386,208,1,394.14,2,1,2,212,04 - At Risk
15387,514,1,468.65,1,1,2,112,04 - At Risk
15388,292,1,140.54,2,1,1,211,04 - At Risk
15389,194,5,2733.8,2,3,4,234,03 - Loyal Customers
15390,418,2,1216.66,1,2,3,123,06 - Others / Need Attention
15391,606,1,289.87,1,1,1,111,04 - At Risk
15392,26,7,2911.62,4,4,4,444,01 - Champions
15393,38,5,891.34,4,3,2,432,06 - Others / Need Attention
15394,31,11,5286.8,4,4,4,444,01 - Champions
15395,347,1,107.45,2,1,1,211,04 - At Risk
15396,134,2,796.38,2,2,2,222,04 - At Risk
15397,311,1,94.0,2,1,1,211,04 - At Risk
15398,38,2,1345.53,4,2,3,423,06 - Others / Need Attention
15399,23,3,815.77,4,2,2,422,06 - Others / Need Attention
15400,114,8,1302.3,3,4,3,343,03 - Loyal Customers
15401,474,2,216.95,1,2,1,121,04 - At Risk
15402,170,6,1830.54,2,3,3,233,03 - Loyal Customers
15403,513,2,170.88,1,2,1,121,04 - At Risk
15404,397,1,257.06,2,1,1,211,04 - At Risk
15405,211,2,659.84,2,2,2,222,04 - At Risk
15406,53,4,975.87,3,3,3,333,03 - Loyal Customers
15407,55,4,1056.44,3,3,3,333,03 - Loyal Customers
15408,286,1,267.18,2,1,1,211,04 - At Risk
15409,743,1,131.25,1,1,1,111,04 - At Risk
15410,106,10,4685.72,3,4,4,344,03 - Loyal Customers
15411,48,4,1358.88,3,3,3,333,03 - Loyal Customers
15412,193,1,190.53,2,1,1,211,04 - At Risk
15413,713,5,6798.72,1,3,4,134,06 - Others / Need Attention
15414,31,3,774.9000000000001,4,2,2,422,06 - Others / Need Attention
15415,335,1,572.8100000000001,2,1,2,212,04 - At Risk
15416,86,7,4572.82,3,4,4,344,03 - Loyal Customers
15417,107,1,508.8,3,1,2,312,06 - Others / Need Attention
15418,447,2,452.32,1,2,2,122,04 - At Risk
15419,46,1,135.86,4,1,1,411,06 - Others / Need Attention
15420,456,6,743.0,1,3,2,132,06 - Others / Need Attention
15421,80,10,3805.34,3,4,4,344,03 - Loyal Customers
15422,345,7,1619.97,2,4,3,243,03 - Loyal Customers
15423,60,3,266.89,3,2,1,321,06 - Others / Need Attention
15424,276,3,597.78,2,2,2,222,04 - At Risk
15425,422,4,1944.57,1,3,3,133,06 - Others / Need Attention
15426,41,9,2615.39,4,4,4,444,01 - Champions
15427,55,3,1483.14,3,2,3,323,06 - Others / Need Attention
15428,37,4,762.75,4,3,2,432,06 - Others / Need Attention
15429,48,2,397.35,3,2,2,322,06 - Others / Need Attention
15430,489,2,954.75,1,2,3,123,06 - Others / Need Attention
15431,524,1,153.24,1,1,1,111,04 - At Risk
15432,45,2,320.76,4,2,1,421,06 - Others / Need Attention
15433,235,2,533.3,2,2,2,222,04 - At Risk
15434,30,11,2567.06,4,4,4,444,01 - Champions
15435,44,1,149.29,4,1,1,411,06 - Others / Need Attention
15436,34,3,1122.53,4,2,3,423,06 - Others / Need Attention
15437,284,2,393.45,2,2,2,222,04 - At Risk
15438,153,1,156.57999999999998,2,1,1,211,04 - At Risk
15439,426,4,1269.05,1,3,3,133,06 - Others / Need Attention
15440,76,3,383.68,3,2,2,322,06 - Others / Need Attention
15441,418,3,1254.21,1,2,3,123,06 - Others / Need Attention
15442,270,1,594.0,2,1,2,212,04 - At Risk
15443,23,14,5175.93,4,4,4,444,01 - Champions
15444,31,2,1418.26,4,2,3,423,06 - Others / Need Attention
15445,286,2,284.5,2,2,1,221,04 - At Risk
15446,398,3,406.95,2,2,2,222,04 - At Risk
15447,352,5,492.88,2,3,2,232,06 - Others / Need Attention
15448,334,2,788.8100000000001,2,2,2,222,04 - At Risk
15449,48,3,974.52,3,2,3,323,06 - Others / Need Attention
15450,52,1,429.84,3,1,2,312,06 - Others / Need Attention
15451,456,2,233.21,1,2,1,121,04 - At Risk
15452,51,6,1799.1100000000001,3,3,3,333,03 - Loyal Customers
15453,23,7,1388.37,4,4,3,443,02 - Potential Loyalists
15454,384,2,307.69,2,2,1,221,04 - At Risk
15455,619,1,38.25,1,1,1,111,04 - At Risk
15456,305,10,2119.27,2,4,3,243,03 - Loyal Customers
15457,284,1,237.07,2,1,1,211,04 - At Risk
15458,47,2,370.44,4,2,2,422,06 - Others / Need Attention
15459,439,2,202.83,1,2,1,121,04 - At Risk
15460,376,1,216.76,2,1,1,211,04 - At Risk
15461,482,2,429.7,1,2,2,122,04 - At Risk
15462,116,4,737.05,3,3,2,332,06 - Others / Need Attention
15463,51,1,126.14,3,1,1,311,06 - Others / Need Attention
15464,360,1,1048.85,2,1,3,213,06 - Others / Need Attention
15465,41,32,12655.65,4,4,4,444,01 - Champions
15466,107,4,1571.01,3,3,3,333,03 - Loyal Customers
15467,31,3,524.88,4,2,2,422,06 - Others / Need Attention
15468,73,3,1430.48,3,2,3,323,06 - Others / Need Attention
15469,72,3,874.25,3,2,2,322,06 - Others / Need Attention
15470,597,1,63.419999999999995,1,1,1,111,04 - At Risk
15471,24,3,1316.56,4,2,3,423,06 - Others / Need Attention
15472,135,1,371.56,2,1,2,212,04 - At Risk
15473,36,8,2046.0,4,4,3,443,02 - Potential Loyalists
15474,617,1,163.1,1,1,1,111,04 - At Risk
15475,99,1,454.11,3,1,2,312,06 - Others / Need Attention
15476,402,4,2209.98,1,3,3,133,06 - Others / Need Attention
15477,671,1,368.4,1,1,2,112,04 - At Risk
15478,62,3,2024.98,3,2,3,323,06 - Others / Need Attention
15479,755,1,147.4,1,1,1,111,04 - At Risk
15480,138,5,6279.0,2,3,4,234,03 - Loyal Customers
15481,423,1,1993.34,1,1,3,113,06 - Others / Need Attention
15482,37,19,14592.56,4,4,4,444,01 - Champions
15483,183,10,862.2,2,4,2,242,06 - Others / Need Attention
15484,23,6,4656.0,4,3,4,434,02 - Potential Loyalists
15485,52,7,5771.51,3,4,4,344,03 - Loyal Customers
15486,549,1,102.0,1,1,1,111,04 - At Risk
15487,701,1,231.32,1,1,1,111,04 - At Risk
15488,114,5,431.92,3,3,2,332,06 - Others / Need Attention
15489,44,8,2419.61,4,4,4,444,01 - Champions
15490,452,1,217.6,1,1,1,111,04 - At Risk
15491,117,6,3100.09,2,3,4,234,03 - Loyal Customers
15492,50,2,659.46,3,2,2,322,06 - Others / Need Attention
15493,54,9,4314.9800000000005,3,4,4,344,03 - Loyal Customers
15494,43,5,3780.05,4,3,4,434,02 - Potential Loyalists
15495,401,1,246.5,2,1,1,211,04 - At Risk
15496,653,1,146.14,1,1,1,111,04 - At Risk
15497,39,9,8657.39,4,4,4,444,01 - Champions
15498,24,44,26039.58,4,4,4,444,01 - Champions
15499,745,1,161.6,1,1,1,111,04 - At Risk
15500,30,4,1131.56,4,3,3,433,02 - Potential Loyalists
15501,426,2,402.5,1,2,2,122,04 - At Risk
15502,37,14,13993.47,4,4,4,444,01 - Champions
15503,384,2,267.15,2,2,1,221,04 - At Risk
15504,103,4,423.85,3,3,2,332,06 - Others / Need Attention
15505,74,5,3610.96,3,3,4,334,03 - Loyal Customers
15506,44,6,2040.03,4,3,3,433,02 - Potential Loyalists
15507,193,1,492.36,2,1,2,212,04 - At Risk
15508,211,6,1000.27,2,3,3,233,03 - Loyal Customers
15509,402,1,166.51,1,1,1,111,04 - At Risk
15510,352,1,250.0,2,1,1,211,04 - At Risk
15511,33,5,909.23,4,3,3,433,02 - Potential Loyalists
15512,177,4,331.58,2,3,1,231,06 - Others / Need Attention
15513,55,35,27750.55,3,4,4,344,03 - Loyal Customers
15514,34,18,6598.55,4,4,4,444,01 - Champions
15515,409,1,171.81,1,1,1,111,04 - At Risk
15516,66,3,62.43,3,2,1,321,06 - Others / Need Attention
15517,255,1,267.03,2,1,1,211,04 - At Risk
15518,86,15,4218.94,3,4,4,344,03 - Loyal Customers
15519,405,2,344.61,1,2,1,121,04 - At Risk
15520,23,1,343.5,4,1,1,411,06 - Others / Need Attention
15521,62,16,7106.69,3,4,4,344,03 - Loyal Customers
15522,54,2,398.84,3,2,2,322,06 - Others / Need Attention
15523,106,16,17359.99,3,4,4,344,03 - Loyal Customers
15524,46,2,591.4,4,2,2,422,06 - Others / Need Attention
15525,24,4,1295.7,4,3,3,433,02 - Potential Loyalists
15526,55,2,148.44,3,2,1,321,06 - Others / Need Attention
15527,40,23,5575.64,4,4,4,444,01 - Champions
15528,276,1,229.33,2,1,1,211,04 - At Risk
15529,44,12,5111.95,4,4,4,444,01 - Champions
15530,43,5,1813.72,4,3,3,433,02 - Potential Loyalists
15531,30,2,2007.44,4,2,3,423,06 - Others / Need Attention
15532,47,10,3771.9,4,4,4,444,01 - Champions
15533,41,3,807.57,4,2,2,422,06 - Others / Need Attention
15534,747,1,162.25,1,1,1,111,04 - At Risk
15535,195,6,1087.82,2,3,3,233,03 - Loyal Customers
15536,431,1,259.09,1,1,1,111,04 - At Risk
15537,185,1,110.92,2,1,1,211,04 - At Risk
15538,559,6,3358.4,1,3,4,134,06 - Others / Need Attention
15539,29,1,538.46,4,1,2,412,06 - Others / Need Attention
15540,33,2,460.68,4,2,2,422,06 - Others / Need Attention
15541,136,1,85.13000000000001,2,1,1,211,04 - At Risk
15542,534,3,918.45,1,2,3,123,06 - Others / Need Attention
15543,310,2,242.84,2,2,1,221,04 - At Risk
15544,31,20,8162.43,4,4,4,444,01 - Champions
15545,76,2,428.05,3,2,2,322,06 - Others / Need Attention
15546,628,2,1079.1000000000001,1,2,3,123,06 - Others / Need Attention
15547,29,26,10154.39,4,4,4,444,01 - Champions
15548,617,1,158.09,1,1,1,111,04 - At Risk
15549,99,8,2345.96,3,4,4,344,03 - Loyal Customers
15550,26,12,2218.8,4,4,3,443,02 - Potential Loyalists
15551,58,7,1710.08,3,4,3,343,03 - Loyal Customers
15552,239,2,252.52,2,2,1,221,04 - At Risk
15553,82,1,437.23,3,1,2,312,06 - Others / Need Attention
15554,299,1,217.2,2,1,1,211,04 - At Risk
15555,34,36,12112.35,4,4,4,444,01 - Champions
15556,46,1,279.77,4,1,1,411,06 - Others / Need Attention
15557,50,1,473.65000000000003,3,1,2,312,06 - Others / Need Attention
15558,661,1,214.13,1,1,1,111,04 - At Risk
15559,590,1,1109.4,1,1,3,113,06 - Others / Need Attention
15560,419,2,153.52,1,2,1,121,04 - At Risk
15561,33,8,1934.3899999999999,4,4,3,443,02 - Potential Loyalists
15562,373,3,673.3800000000001,2,2,2,222,04 - At Risk
15563,44,7,2867.0,4,4,4,444,01 - Champions
15564,485,2,70.74000000000001,1,2,1,121,04 - At Risk
15565,72,2,173.16000000000003,3,2,1,321,06 - Others / Need Attention
15566,414,2,227.87,1,2,1,121,04 - At Risk
15567,40,1,186.01,4,1,1,411,06 - Others / Need Attention
15568,24,3,758.29,4,2,2,422,06 - Others / Need Attention
15569,125,10,3586.35,2,4,4,244,03 - Loyal Customers
15570,29,25,9311.04,4,4,4,444,01 - Champions
15571,33,14,4051.63,4,4,4,444,01 - Champions
15572,26,10,4068.67,4,4,4,444,01 - Champions
15573,53,5,1207.18,3,3,3,333,03 - Loyal Customers
15574,199,6,1518.7,2,3,3,233,03 - Loyal Customers
15575,641,1,30.1,1,1,1,111,04 - At Risk
15576,59,1,940.67,3,1,3,313,06 - Others / Need Attention
15577,173,5,397.98,2,3,2,232,06 - Others / Need Attention
15578,184,1,127.1,2,1,1,211,04 - At Risk
15579,90,5,1302.5,3,3,3,333,03 - Loyal Customers
15580,398,8,1381.19,2,4,3,243,03 - Loyal Customers
15581,142,38,7794.59,2,4,4,244,03 - Loyal Customers
15582,46,3,682.9100000000001,4,2,2,422,06 - Others / Need Attention
15583,398,1,107.86,2,1,1,211,04 - At Risk
15584,45,6,1277.5,4,3,3,433,02 - Potential Loyalists
15585,198,1,455.3,2,1,2,212,04 - At Risk
15586,614,3,1139.1000000000001,1,2,3,123,06 - Others / Need Attention
15587,72,7,1522.08,3,4,3,343,03 - Loyal Customers
15588,699,1,579.6,1,1,2,112,04 - At Risk
15589,277,3,478.53,2,2,2,222,04 - At Risk
15590,404,5,1496.6,1,3,3,133,06 - Others / Need Attention
15591,604,3,217.9,1,2,1,121,04 - At Risk
15592,68,1,388.58,3,1,2,312,06 - Others / Need Attention
15593,92,1,199.8,3,1,1,311,06 - Others / Need Attention
15594,37,5,1771.78,4,3,3,433,02 - Potential Loyalists
15595,509,1,357.59999999999997,1,1,2,112,04 - At Risk
15596,122,9,3130.04,2,4,4,244,03 - Loyal Customers
15597,57,2,563.37,3,2,2,322,06 - Others / Need Attention
15598,75,2,548.02,3,2,2,322,06 - Others / Need Attention
15599,48,3,1250.06,3,2,3,323,06 - Others / Need Attention
15600,450,4,1199.31,1,3,3,133,06 - Others / Need Attention
15601,33,30,14960.12,4,4,4,444,01 - Champions
15602,30,16,3230.51,4,4,4,444,01 - Champions
15603,100,2,88.48,3,2,1,321,06 - Others / Need Attention
15604,74,1,216.39000000000001,3,1,1,311,06 - Others / Need Attention
15605,58,9,1936.8,3,4,3,343,03 - Loyal Customers
15606,83,17,5230.99,3,4,4,344,03 - Loyal Customers
15607,358,9,1708.97,2,4,3,243,03 - Loyal Customers
15608,50,5,1785.98,3,3,3,333,03 - Loyal Customers
15609,206,1,298.48,2,1,1,211,04 - At Risk
15610,73,1,112.46000000000001,3,1,1,311,06 - Others / Need Attention
15611,31,26,2997.28,4,4,4,444,01 - Champions
15612,58,2,195.15,3,2,1,321,06 - Others / Need Attention
15613,632,1,433.71999999999997,1,1,2,112,04 - At Risk
15614,459,4,3147.36,1,3,4,134,06 - Others / Need Attention
15615,32,47,21373.97,4,4,4,444,01 - Champions
15616,460,1,317.11,1,1,1,111,04 - At Risk
15617,418,3,828.5500000000001,1,2,2,122,04 - At Risk
15618,54,4,776.851,3,3,2,332,06 - Others / Need Attention
15619,32,1,336.4,4,1,1,411,06 - Others / Need Attention
15620,78,4,1942.36,3,3,3,333,03 - Loyal Customers
15621,26,4,1293.03,4,3,3,433,02 - Potential Loyalists
15622,65,17,7852.610000000001,3,4,4,344,03 - Loyal Customers
15623,163,8,2437.05,2,4,4,244,03 - Loyal Customers
15624,138,4,588.13,2,3,2,232,06 - Others / Need Attention
15625,125,9,3236.4,2,4,4,244,03 - Loyal Customers
15626,96,3,1067.52,3,2,3,323,06 - Others / Need Attention
15627,479,2,566.9,1,2,2,122,04 - At Risk
15628,26,17,5652.26,4,4,4,444,01 - Champions
15629,472,4,2240.9,1,3,3,133,06 - Others / Need Attention
15630,67,3,1481.4,3,2,3,323,06 - Others / Need Attention
15631,664,1,596.67,1,1,2,112,04 - At Risk
15632,37,8,3285.31,4,4,4,444,01 - Champions
15633,531,13,4352.46,1,4,4,144,06 - Others / Need Attention
15634,39,2,554.65,4,2,2,422,06 - Others / Need Attention
15635,417,1,100.35,1,1,1,111,04 - At Risk
15636,111,4,1444.58,3,3,3,333,03 - Loyal Customers
15637,74,5,797.59,3,3,2,332,06 - Others / Need Attention
15638,400,6,2265.2,2,3,3,233,03 - Loyal Customers
15639,156,3,1065.08,2,2,3,223,06 - Others / Need Attention
15640,26,29,23957.58,4,4,4,444,01 - Champions
15641,127,12,5345.55,2,4,4,244,03 - Loyal Customers
15642,751,1,105.78,1,1,1,111,04 - At Risk
15643,213,3,664.0,2,2,2,222,04 - At Risk
15644,188,4,813.0,2,3,2,232,06 - Others / Need Attention
15645,40,3,1055.17,4,2,3,423,06 - Others / Need Attention
15646,179,5,974.61,2,3,3,233,03 - Loyal Customers
15647,437,1,169.0,1,1,1,111,04 - At Risk
15648,226,2,657.35,2,2,2,222,04 - At Risk
15649,358,4,2170.35,2,3,3,233,03 - Loyal Customers
15650,543,2,553.88,1,2,2,122,04 - At Risk
15651,58,5,1259.06,3,3,3,333,03 - Loyal Customers
15652,113,5,1420.34,3,3,3,333,03 - Loyal Customers
15653,114,2,877.44,3,2,2,322,06 - Others / Need Attention
15654,31,2,922.53,4,2,3,423,06 - Others / Need Attention
15655,265,1,560.6700000000001,2,1,2,212,04 - At Risk
15656,67,4,748.5,3,3,2,332,06 - Others / Need Attention
15657,44,1,30.0,4,1,1,411,06 - Others / Need Attention
15658,212,8,2423.4700000000003,2,4,4,244,03 - Loyal Customers
15659,65,3,532.49,3,2,2,322,06 - Others / Need Attention
15660,47,15,2812.9900000000002,4,4,4,444,01 - Champions
15661,339,8,1215.95,2,4,3,243,03 - Loyal Customers
15662,683,2,283.73,1,2,1,121,04 - At Risk
15663,128,1,138.14,2,1,1,211,04 - At Risk
15664,72,4,1254.03,3,3,3,333,03 - Loyal Customers
15665,190,5,4015.12,2,3,4,234,03 - Loyal Customers
15666,494,2,632.94,1,2,2,122,04 - At Risk
15667,61,1,301.32000000000005,3,1,1,311,06 - Others / Need Attention
15668,239,1,76.32000000000001,2,1,1,211,04 - At Risk
15669,62,4,684.34,3,3,2,332,06 - Others / Need Attention
15670,318,2,325.2,2,2,1,221,04 - At Risk
15671,40,7,2657.13,4,4,4,444,01 - Champions
15672,747,1,45.300000000000004,1,1,1,111,04 - At Risk
15673,110,9,6414.79,3,4,4,344,03 - Loyal Customers
15674,95,13,6948.2300000000005,3,4,4,344,03 - Loyal Customers
15675,103,4,542.04,3,3,2,332,06 - Others / Need Attention
15676,40,3,3435.76,4,2,4,424,06 - Others / Need Attention
15677,71,3,1305.6299999999999,3,2,3,323,06 - Others / Need Attention
15678,74,3,1893.89,3,2,3,323,06 - Others / Need Attention
15679,46,4,781.28,4,3,2,432,06 - Others / Need Attention
15680,31,10,4507.58,4,4,4,444,01 - Champions
15681,47,14,2989.7000000000003,4,4,4,444,01 - Champions
15682,621,2,318.24,1,2,1,121,04 - At Risk
15683,139,2,524.54,2,2,2,222,04 - At Risk
15684,569,3,173.95,1,2,1,121,04 - At Risk
15685,472,1,55.980000000000004,1,1,1,111,04 - At Risk
15686,442,1,90.0,1,1,1,111,04 - At Risk
15687,30,9,2993.1,4,4,4,444,01 - Champions
15688,440,1,190.57,1,1,1,111,04 - At Risk
15689,141,3,521.03,2,2,2,222,04 - At Risk
15690,26,2,239.76,4,2,1,421,06 - Others / Need Attention
15691,274,4,571.3,2,3,2,232,06 - Others / Need Attention
15692,50,1,191.04,3,1,1,311,06 - Others / Need Attention
15693,681,1,37.5,1,1,1,111,04 - At Risk
15694,22,24,10810.81,4,4,4,444,01 - Champions
15695,288,4,1131.04,2,3,3,233,03 - Loyal Customers
15696,55,13,3906.57,3,4,4,344,03 - Loyal Customers
15697,711,1,246.75,1,1,1,111,04 - At Risk
15698,646,1,46.2,1,1,1,111,04 - At Risk
15699,39,1,309.65,4,1,1,411,06 - Others / Need Attention
15700,194,2,696.68,2,2,2,222,04 - At Risk
15701,24,4,1542.14,4,3,3,433,02 - Potential Loyalists
15702,498,2,140.39,1,2,1,121,04 - At Risk
15703,286,1,211.5,2,1,1,211,04 - At Risk
15704,162,6,3817.96,2,3,4,234,03 - Loyal Customers
15705,223,1,143.1,2,1,1,211,04 - At Risk
15706,85,4,1060.56,3,3,3,333,03 - Loyal Customers
15707,57,4,945.58,3,3,3,333,03 - Loyal Customers
15708,62,9,4378.72,3,4,4,344,03 - Loyal Customers
15709,305,2,327.85,2,2,1,221,04 - At Risk
15710,439,1,898.87,1,1,2,112,04 - At Risk
15711,578,2,420.25,1,2,2,122,04 - At Risk
15712,31,12,3472.41,4,4,4,444,01 - Champions
15713,165,4,1010.79,2,3,3,233,03 - Loyal Customers
15714,33,5,784.8100000000001,4,3,2,432,06 - Others / Need Attention
15715,577,5,658.02,1,3,2,132,06 - Others / Need Attention
15716,167,11,3056.81,2,4,4,244,03 - Loyal Customers
15717,256,5,607.0,2,3,2,232,06 - Others / Need Attention
15718,562,1,293.79,1,1,1,111,04 - At Risk
15719,54,31,10223.06,3,4,4,344,03 - Loyal Customers
15720,46,2,741.92,4,2,2,422,06 - Others / Need Attention
15721,33,1,507.08000000000004,4,1,2,412,06 - Others / Need Attention
15722,57,11,5258.1,3,4,4,344,03 - Loyal Customers
15723,386,4,947.65,2,3,3,233,03 - Loyal Customers
15724,223,3,310.85,2,2,1,221,04 - At Risk
15725,37,1,415.25,4,1,2,412,06 - Others / Need Attention
15726,412,1,321.91,1,1,1,111,04 - At Risk
15727,38,15,9445.51,4,4,4,444,01 - Champions
15728,401,2,544.6,2,2,2,222,04 - At Risk
15729,234,3,192.55,2,2,1,221,04 - At Risk
15730,87,5,1726.58,3,3,3,333,03 - Loyal Customers
15731,575,1,125.3,1,1,1,111,04 - At Risk
15732,234,10,1682.07,2,4,3,243,03 - Loyal Customers
15733,304,1,162.3,2,1,1,211,04 - At Risk
15734,136,4,2263.3,2,3,3,233,03 - Loyal Customers
15735,443,1,327.68,1,1,1,111,04 - At Risk
15736,457,2,1815.72,1,2,3,123,06 - Others / Need Attention
15737,36,8,1205.1200000000001,4,4,3,443,02 - Potential Loyalists
15738,40,41,13372.97,4,4,4,444,01 - Champions
15739,88,1,449.12,3,1,2,312,06 - Others / Need Attention
15740,71,1,154.88,3,1,1,311,06 - Others / Need Attention
15741,480,2,208.62,1,2,1,121,04 - At Risk
15742,641,1,156.87,1,1,1,111,04 - At Risk
15743,38,4,784.46,4,3,2,432,06 - Others / Need Attention
15744,99,1,34.8,3,1,1,311,06 - Others / Need Attention
15745,41,4,1094.5900000000001,4,3,3,433,02 - Potential Loyalists
15746,156,1,196.88,2,1,1,211,04 - At Risk
15747,34,9,2562.61,4,4,4,444,01 - Champions
15748,62,3,614.76,3,2,2,322,06 - Others / Need Attention
15749,257,3,44534.3,2,2,4,224,06 - Others / Need Attention
15750,24,18,6797.191,4,4,4,444,01 - Champions
15751,482,11,1380.44,1,4,3,143,06 - Others / Need Attention
15752,61,9,4207.54,3,4,4,344,03 - Loyal Customers
15753,326,1,79.2,2,1,1,211,04 - At Risk
15754,73,9,3037.61,3,4,4,344,03 - Loyal Customers
15755,32,17,5993.12,4,4,4,444,01 - Champions
15756,83,4,532.96,3,3,2,332,06 - Others / Need Attention
15757,87,6,2940.36,3,3,4,334,03 - Loyal Customers
15758,46,1,205.25,4,1,1,411,06 - Others / Need Attention
15759,240,7,830.9300000000001,2,4,2,242,06 - Others / Need Attention
15760,652,2,13916.34,1,2,4,124,06 - Others / Need Attention
15761,464,1,143.05,1,1,1,111,04 - At Risk
15762,87,2,583.75,3,2,2,322,06 - Others / Need Attention
15763,53,2,1086.92,3,2,3,323,06 - Others / Need Attention
15764,110,8,4503.08,3,4,4,344,03 - Loyal Customers
15765,688,1,370.63,1,1,2,112,04 - At Risk
15766,86,3,831.0600000000001,3,3,2,332,06 - Others / Need Attention
15768,137,34,15601.09,2,4,4,244,03 - Loyal Customers
15769,29,46,88704.32,4,4,4,444,01 - Champions
15770,634,1,321.45,1,1,1,111,04 - At Risk
15771,626,3,1006.54,1,3,3,133,06 - Others / Need Attention
15772,440,1,280.88,1,1,1,111,04 - At Risk
15773,27,2,774.52,4,2,2,422,06 - Others / Need Attention
15774,90,6,1329.94,3,3,3,333,03 - Loyal Customers
15775,267,2,150.5,2,2,1,221,04 - At Risk
15776,155,1,241.62,2,1,1,211,04 - At Risk
15777,263,7,1762.6100000000001,2,4,3,243,03 - Loyal Customers
15778,453,1,307.95000000000005,1,1,1,111,04 - At Risk
15779,485,2,124.08000000000001,1,2,1,121,04 - At Risk
15780,205,3,475.28000000000003,2,3,2,232,06 - Others / Need Attention
15781,47,3,345.46000000000004,4,3,1,431,06 - Others / Need Attention
15782,31,4,4014.1,4,3,4,434,02 - Potential Loyalists
15783,32,1,246.3,4,1,1,411,06 - Others / Need Attention
15784,489,2,848.33,1,2,2,122,04 - At Risk
15785,54,16,5969.93,3,4,4,344,03 - Loyal Customers
15786,68,5,8514.82,3,3,4,334,03 - Loyal Customers
15787,48,3,948.05,3,3,3,333,03 - Loyal Customers
15788,530,1,221.83,1,1,1,111,04 - At Risk
15789,380,6,1962.01,2,3,3,233,03 - Loyal Customers
15790,32,1,220.85,4,1,1,411,06 - Others / Need Attention
15791,65,5,3608.34,3,3,4,334,03 - Loyal Customers
15792,421,2,933.84,1,2,3,123,06 - Others / Need Attention
15793,36,8,2399.57,4,4,4,444,01 - Champions
15794,758,2,777.0,1,2,2,122,04 - At Risk
